input,target
Determine whether the following statement or statements are plausible or implausible: Robert Lewandowski threw a touchdown,implausible
Determine whether the following statement or statements are plausible or implausible: Delon Wright was called for slashing,implausible
Determine whether the following statement or statements are plausible or implausible: Dougie Hamilton hit the buzzer beater,implausible
Determine whether the following statement or statements are plausible or implausible: Karl-Anthony Towns committed a blocking foul,plausible
Determine whether the following statement or statements are plausible or implausible: DeMar DeRozan was called for the goal tend,plausible
Determine whether the following statement or statements are plausible or implausible: Kevin Durant comitted an offensive foul,plausible
Determine whether the following statement or statements are plausible or implausible: Philip Rivers launched a hail mary,plausible
Determine whether the following statement or statements are plausible or implausible: Gardner Minshew was safe at home,implausible
Determine whether the following statement or statements are plausible or implausible: Devin Booker took a turnaround jumper,plausible
Determine whether the following statement or statements are plausible or implausible: Darius Garland  shot from beyond the arc,plausible
Determine whether the following statement or statements are plausible or implausible: Chris Paul  struck out the side,implausible
Determine whether the following statement or statements are plausible or implausible: Joey Gallo was perfect from the line,implausible
Determine whether the following statement or statements are plausible or implausible: Terry McLaurin beat the buzzer,implausible
Determine whether the following statement or statements are plausible or implausible: Mark Stone took a turnaround jumper,implausible
Determine whether the following statement or statements are plausible or implausible: Gardner Minshew was out at second,implausible
Determine whether the following statement or statements are plausible or implausible: Mitchell Marner nutmegged the defender,implausible
Determine whether the following statement or statements are plausible or implausible: Sergio Aguero maradona'd the defender,plausible
Determine whether the following statement or statements are plausible or implausible: Darijo Srna got on the end of a through ball,plausible
Determine whether the following statement or statements are plausible or implausible: Mats Hummels shot from outside the eighteen,plausible
Determine whether the following statement or statements are plausible or implausible: Jonathan Huberdeau fumbled the ball,implausible
Determine whether the following statement or statements are plausible or implausible: Mark Stone scored in the third period,plausible
Determine whether the following statement or statements are plausible or implausible: Taylor Hall scored in the shootout,plausible
Determine whether the following statement or statements are plausible or implausible: Johnny Gaudreau nutmegged the defender,implausible
Determine whether the following statement or statements are plausible or implausible: Nikola Jokic threw a touchdown in the AFC championship,implausible
Determine whether the following statement or statements are plausible or implausible: Justin Herbert maradona'd the defender,implausible
Determine whether the following statement or statements are plausible or implausible: Corbin Burnes went for it on fourth down in the NFC divisional round,implausible
Determine whether the following statement or statements are plausible or implausible: Dani Alves grounded out to second base,implausible
Determine whether the following statement or statements are plausible or implausible: Wesley Sneijder got on base in the American League Championship Series,implausible
Determine whether the following statement or statements are plausible or implausible: George Springer went five hole in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Yoan Moncada fumbled the ball in the Superbowl,implausible
Determine whether the following statement or statements are plausible or implausible: Didier Drogba earned an indirect kick,plausible
Determine whether the following statement or statements are plausible or implausible: J.D. Martinez swung to protect the runner,plausible
Determine whether the following statement or statements are plausible or implausible: John Carlson entered the attacking zone in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Clint Capela got into the endzone,implausible
Determine whether the following statement or statements are plausible or implausible: Juan Soto scored in the third period,implausible
Determine whether the following statement or statements are plausible or implausible: Robin Lehner was called for icing,plausible
Determine whether the following statement or statements are plausible or implausible: Kevin Durant scored the easy layup,plausible
Determine whether the following statement or statements are plausible or implausible: Jesus Luzardo headed back to the dugout,plausible
Determine whether the following statement or statements are plausible or implausible: Russell Wilson hit the back shoulder fade in the NFC divisional round,plausible
Determine whether the following statement or statements are plausible or implausible: Malcolm Brogdon ran out of bounds,implausible
Determine whether the following statement or statements are plausible or implausible: Mecole Hardman threw a touchdown,plausible
Determine whether the following statement or statements are plausible or implausible: Brandon Woodruff walked to first base in the American League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Oscar scored in the third period,implausible
Determine whether the following statement or statements are plausible or implausible: Nikola Jokic took a heat check three,plausible
Determine whether the following statement or statements are plausible or implausible: Neymar took a backhand shot in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Manny Machado comitted an offensive foul in the Eastern Conference Finals,implausible
Determine whether the following statement or statements are plausible or implausible: Ronald Acuna Jr. pitched a complete game in the World Series,plausible
Determine whether the following statement or statements are plausible or implausible: Nick Castellanos flew out to center,plausible
Determine whether the following statement or statements are plausible or implausible: Tom Wilson scored a penalty kick,implausible
Determine whether the following statement or statements are plausible or implausible: Ezequiel Lavezzi hit the buzzer beater,implausible
Determine whether the following statement or statements are plausible or implausible: Chris Godwin walked to first base,implausible
Determine whether the following statement or statements are plausible or implausible: Ryan Nugent-Hopkins killed the powerplay,plausible
Determine whether the following statement or statements are plausible or implausible: Mason Plumlee did a maradona on the defender,implausible
Determine whether the following statement or statements are plausible or implausible: David Silva skated backwards,implausible
Determine whether the following statement or statements are plausible or implausible: Khyri Thomas  was out at second,implausible
Determine whether the following statement or statements are plausible or implausible: Jordan Binnington scored in the third period,plausible
Determine whether the following statement or statements are plausible or implausible: Carter Hart hit into a double play,implausible
Determine whether the following statement or statements are plausible or implausible: Blake Snell was safe at first,plausible
Determine whether the following statement or statements are plausible or implausible: Jack Flaherty was out at second in the National League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Terry McLaurin was called for slashing,implausible
Determine whether the following statement or statements are plausible or implausible: Blake Wheeler maradona'd the defender in the Champions Leage Semifinal,implausible
Determine whether the following statement or statements are plausible or implausible: Jakub Vrana skated backwards,plausible
Determine whether the following statement or statements are plausible or implausible: Brent Burns hit a double,implausible
Determine whether the following statement or statements are plausible or implausible: David Villa shot a free throw,implausible
Determine whether the following statement or statements are plausible or implausible: Marco Reus backhanded a shot,implausible
Determine whether the following statement or statements are plausible or implausible: Dylan Larkin walked on ball four,implausible
Determine whether the following statement or statements are plausible or implausible: Aleksander Barkov bricked the three pointer,implausible
Determine whether the following statement or statements are plausible or implausible: Shinji Kagawa went in studs up,plausible
Determine whether the following statement or statements are plausible or implausible: Mika Zibanejad passed the puck in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Joe Ingles took a long two,plausible
Determine whether the following statement or statements are plausible or implausible: Javi Martinez scored in the shootout,implausible
Determine whether the following statement or statements are plausible or implausible: Xavi caught the back shoulder fade,implausible
Determine whether the following statement or statements are plausible or implausible: Bastian Schweinsteiger did a double stepover,plausible
Determine whether the following statement or statements are plausible or implausible: Chris Boucher comitted a three second violation,plausible
Determine whether the following statement or statements are plausible or implausible: Tuukka Rask was safe at home in the World Series,implausible
Determine whether the following statement or statements are plausible or implausible: Josh Hader scored a touchdown,implausible
Determine whether the following statement or statements are plausible or implausible: Devin Booker took to the ice,implausible
Determine whether the following statement or statements are plausible or implausible: Christian Yelich went in studs up in the World Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Philip Rivers headed back to the dugout,implausible
Determine whether the following statement or statements are plausible or implausible: Baker Mayfield got into the endzone,plausible
Determine whether the following statement or statements are plausible or implausible: Nikola Jokic passed the puck,implausible
Determine whether the following statement or statements are plausible or implausible: Kendrick Nunn committed a three second violation,plausible
Determine whether the following statement or statements are plausible or implausible: Joao Moutinho scored a freekick in the World Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Karl-Anthony Towns took a corner kick,implausible
Determine whether the following statement or statements are plausible or implausible: Julio Jones entered the attacking zone,implausible
Determine whether the following statement or statements are plausible or implausible: Jacob deGrom was flagged on the play,implausible
Determine whether the following statement or statements are plausible or implausible: Sean Couturier passed the puck in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Zion Williamson scored the easy layup,plausible
Determine whether the following statement or statements are plausible or implausible: Marcelo earned a yellow card in the FA Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Mike Trout eurostepped to the basket,implausible
Determine whether the following statement or statements are plausible or implausible: Will Fuller hit a walkoff homer,implausible
Determine whether the following statement or statements are plausible or implausible: Cam Newton converted the first down,plausible
Determine whether the following statement or statements are plausible or implausible: Mario Balotelli was out at second,implausible
Determine whether the following statement or statements are plausible or implausible: Caris LeVert scored the easy layup,plausible
Determine whether the following statement or statements are plausible or implausible: Whit Merrifield watched the pitch go by in the National League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Lionel Messi was called for icing,implausible
Determine whether the following statement or statements are plausible or implausible: Donovan Mitchell took a turnaround jumper,plausible
Determine whether the following statement or statements are plausible or implausible: Nick Foles scored in the third period in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Joe Hart went for it on fourth down,implausible
Determine whether the following statement or statements are plausible or implausible: Jonathan Marchessault went five hole,plausible
Determine whether the following statement or statements are plausible or implausible: Juan Mata walked on ball four,implausible
Determine whether the following statement or statements are plausible or implausible: Zlatan Ibrahimovic took a turnaround jumper in the Western Conference Finals,implausible
Determine whether the following statement or statements are plausible or implausible: Sergio Busquets got on base,implausible
Determine whether the following statement or statements are plausible or implausible: Deandre Ayton was perfect from the line in the Eastern Conference Finals,plausible
Determine whether the following statement or statements are plausible or implausible: Yu Darvish walked to first base,plausible
Determine whether the following statement or statements are plausible or implausible: Igor Shesterkin wristed a shot,plausible
Determine whether the following statement or statements are plausible or implausible: Cesc Fabregas earned a direct kick,plausible
Determine whether the following statement or statements are plausible or implausible: Amari Cooper scored a penalty kick,implausible
Determine whether the following statement or statements are plausible or implausible: Steven Stamkos hit the slant pass,implausible
Determine whether the following statement or statements are plausible or implausible: Joe Hart eurostepped to the basket,implausible
Determine whether the following statement or statements are plausible or implausible: Igor Shesterkin launched a hail mary,implausible
Determine whether the following statement or statements are plausible or implausible: Pedro was perfect from the line in the Eastern Conference Finals,implausible
Determine whether the following statement or statements are plausible or implausible: Vladimir Guerrero Jr. took a side-step three in the NBA Championship,implausible
Determine whether the following statement or statements are plausible or implausible: Francisco Lindor hit a single,plausible
Determine whether the following statement or statements are plausible or implausible: Jimmy Garoppolo scored in the shootout in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: J.T. Miller took a three,implausible
Determine whether the following statement or statements are plausible or implausible: Patrik Laine entered the attacking zone in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Alex Pietrangelo backhanded a shot,plausible
Determine whether the following statement or statements are plausible or implausible: Cooper Kupp scored in the third period in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Cavan Biggio went in studs up,implausible
Determine whether the following statement or statements are plausible or implausible: Nick Castellanos hit the wheel route,implausible
Determine whether the following statement or statements are plausible or implausible: Carson Wentz converted the first down,plausible
Determine whether the following statement or statements are plausible or implausible: Matthew Stafford launched a hail mary,plausible
Determine whether the following statement or statements are plausible or implausible: LaMelo Ball launched the half court shot in the Western Conference Finals,plausible
Determine whether the following statement or statements are plausible or implausible: Robin Lehner launched the desperation heave,implausible
Determine whether the following statement or statements are plausible or implausible: Brandon Lowe took a left footed shot,implausible
Determine whether the following statement or statements are plausible or implausible: Franmil Reyes got on base,plausible
Determine whether the following statement or statements are plausible or implausible: Philip Rivers drove into the restricted area,implausible
Determine whether the following statement or statements are plausible or implausible: Thiago Silva hit a single,implausible
Determine whether the following statement or statements are plausible or implausible: Sam Darnold scored on the power play in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Carter Hart eurostepped to the basket,implausible
Determine whether the following statement or statements are plausible or implausible: Robert Woods converted the first down,plausible
Determine whether the following statement or statements are plausible or implausible: Yu Darvish threw to first base,plausible
Determine whether the following statement or statements are plausible or implausible: Mark Stone spent time in the penalty box in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Jayson Tatum took a side-step three in the NBA Championship,plausible
Determine whether the following statement or statements are plausible or implausible: Robert Lewandowski killed the powerplay in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Juan Mata got on the end of a through ball,plausible
Determine whether the following statement or statements are plausible or implausible: Kevin Durant hit a walkoff homer,implausible
Determine whether the following statement or statements are plausible or implausible: Sean Couturier set the pick and roll,implausible
Determine whether the following statement or statements are plausible or implausible: Whit Merrifield was caught in a rundown,plausible
Determine whether the following statement or statements are plausible or implausible: Sebastian Aho scored a touchdown,implausible
Determine whether the following statement or statements are plausible or implausible: Mike Evans scored a touchdown in the AFC divisional round,plausible
Determine whether the following statement or statements are plausible or implausible: Zach Plesac was perfect from the line,implausible
Determine whether the following statement or statements are plausible or implausible: Delon Wright took a left footed shot,implausible
Determine whether the following statement or statements are plausible or implausible: Evan Fournier got into the endzone,implausible
Determine whether the following statement or statements are plausible or implausible: Jarvis Landry gained five yards,plausible
Determine whether the following statement or statements are plausible or implausible: Angel Di Maria got on the end of a through ball in the Champions League Final,plausible
Determine whether the following statement or statements are plausible or implausible: Jose Abreu threw to first base in the National League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Brandin Cooks caught the screen pass,plausible
Determine whether the following statement or statements are plausible or implausible: David Pastrnak skated backwards,plausible
Determine whether the following statement or statements are plausible or implausible: DK Metcalf launched a hail mary,plausible
Determine whether the following statement or statements are plausible or implausible: Jerry Jeudy caught the back shoulder fade,plausible
Determine whether the following statement or statements are plausible or implausible: Jimmy Garoppolo threw a touchdown,plausible
Determine whether the following statement or statements are plausible or implausible: Claude Giroux stepped on first base,implausible
Determine whether the following statement or statements are plausible or implausible: Adam Thielen scored in added time,implausible
Determine whether the following statement or statements are plausible or implausible: David Silva took a throw in,plausible
Determine whether the following statement or statements are plausible or implausible: Ramires scored a header goal,plausible
Determine whether the following statement or statements are plausible or implausible: Collin Sexton earned a yellow card,implausible
Determine whether the following statement or statements are plausible or implausible: Stephan El Shaarawy scored a corner kick,plausible
Determine whether the following statement or statements are plausible or implausible: Jerry Jeudy killed the powerplay,implausible
Determine whether the following statement or statements are plausible or implausible: Nick Castellanos hit nothing but net,implausible
Determine whether the following statement or statements are plausible or implausible: Petr Cech bricked the three pointer,implausible
Determine whether the following statement or statements are plausible or implausible: Sterling Shepard changed direction in the backfield,plausible
Determine whether the following statement or statements are plausible or implausible: Khyri Thomas  changed direction in the backfield in the NFC championship,implausible
Determine whether the following statement or statements are plausible or implausible: Thomas Muller shot from outside the eighteen,plausible
Determine whether the following statement or statements are plausible or implausible: Patrik Laine caught the screen pass,implausible
Determine whether the following statement or statements are plausible or implausible: Fred VanVleet scored a freekick in the Champions League Final,implausible
Determine whether the following statement or statements are plausible or implausible: Wayne Rooney watched the pitch go by,implausible
Determine whether the following statement or statements are plausible or implausible: Zach LaVine  swung to protect the runner,implausible
Determine whether the following statement or statements are plausible or implausible: Calvin Ridley committed a handball,implausible
Determine whether the following statement or statements are plausible or implausible: Jarrett Allen pitched a complete game in the National League Championship Series,implausible
Determine whether the following statement or statements are plausible or implausible: Joe Burrow caught the back shoulder fade in the Superbowl,plausible
Determine whether the following statement or statements are plausible or implausible: Anthony Davis scored the easy layup in the Western Conference Finals,plausible
Determine whether the following statement or statements are plausible or implausible: Jaren Jackson Jr. hit the screen pass,implausible
Determine whether the following statement or statements are plausible or implausible: DeMar DeRozan was safe at first,implausible
Determine whether the following statement or statements are plausible or implausible: Kyle Tucker launched a triple,implausible
Determine whether the following statement or statements are plausible or implausible: Clint Capela drew a flag on the play,implausible
Determine whether the following statement or statements are plausible or implausible: Leon Draisaitl grounded out to second base in the National League Championship Series,implausible
Determine whether the following statement or statements are plausible or implausible: Mario Balotelli hit the wheel route,implausible
Determine whether the following statement or statements are plausible or implausible: Jamison Crowder scored a reverse layup,implausible
Determine whether the following statement or statements are plausible or implausible: Javier Zanetti caught the screen pass,implausible
Determine whether the following statement or statements are plausible or implausible: Brad Marchand scored the easy layup,implausible
Determine whether the following statement or statements are plausible or implausible: Thomas Muller hit a triple,implausible
Determine whether the following statement or statements are plausible or implausible: Terry McLaurin took a long two,implausible
Determine whether the following statement or statements are plausible or implausible: Sebastian Aho scored a freekick,implausible
Determine whether the following statement or statements are plausible or implausible: Ramires performed a give and go,plausible
Determine whether the following statement or statements are plausible or implausible: Iker Casillas earned a direct kick,plausible
Determine whether the following statement or statements are plausible or implausible: Sean Monahan scored in the third period,plausible
Determine whether the following statement or statements are plausible or implausible: Ben Simmons banked the shot in,plausible
Determine whether the following statement or statements are plausible or implausible: Malik Beasley  skated backwards,implausible
Determine whether the following statement or statements are plausible or implausible: Mike Trout hit a double,plausible
Determine whether the following statement or statements are plausible or implausible: Jared Goff scored in added time,implausible
Determine whether the following statement or statements are plausible or implausible: J.T. Realmuto walked to first base,plausible
Determine whether the following statement or statements are plausible or implausible: Stephen Strasburg hit a triple,plausible
Determine whether the following statement or statements are plausible or implausible: Teddy Bridgewater scored on the power play,implausible
Determine whether the following statement or statements are plausible or implausible: Brandin Cooks went for it on fourth down,plausible
Determine whether the following statement or statements are plausible or implausible: Myles Turner committed a blocking foul,plausible
Determine whether the following statement or statements are plausible or implausible: Didier Drogba gained five yards,implausible
Determine whether the following statement or statements are plausible or implausible: Aaron Rodgers scored a freekick,implausible
Determine whether the following statement or statements are plausible or implausible: Jarvis Landry gained five yards,plausible
Determine whether the following statement or statements are plausible or implausible: Mookie Betts earned a direct kick,implausible
Determine whether the following statement or statements are plausible or implausible: Gordon Hayward comitted an offensive foul,plausible
Determine whether the following statement or statements are plausible or implausible: Brandon Woodruff hit a single,plausible
Determine whether the following statement or statements are plausible or implausible: Draymond Green took a three,plausible
Determine whether the following statement or statements are plausible or implausible: Eugenio Suarez watched the pitch go by,plausible
Determine whether the following statement or statements are plausible or implausible: Mike Moustakas scored a touchdown,implausible
Determine whether the following statement or statements are plausible or implausible: Anders Lee went in studs up in the Champions League Final,implausible
Determine whether the following statement or statements are plausible or implausible: Kenta Maeda threw to first base in the American League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Yordan Alvarez grounded out to second base,plausible
Determine whether the following statement or statements are plausible or implausible: Pierre-Luc Dubois launched a hail mary,implausible
Determine whether the following statement or statements are plausible or implausible: Arjen Robben earned a direct kick,plausible
Determine whether the following statement or statements are plausible or implausible: Kevin Durant scored a penalty kick,implausible
Determine whether the following statement or statements are plausible or implausible: James Harden shot a free throw,plausible
Determine whether the following statement or statements are plausible or implausible: Mario Gomez earned a direct kick,plausible
Determine whether the following statement or statements are plausible or implausible: Brandon Woodruff set the hard screen in the Eastern Conference Finals,implausible
Determine whether the following statement or statements are plausible or implausible: Marvin Jones lost control of the puck,implausible
Determine whether the following statement or statements are plausible or implausible: Drew Brees was flagged on the play,plausible
Determine whether the following statement or statements are plausible or implausible: Mike Trout was out at first,plausible
Determine whether the following statement or statements are plausible or implausible: Jack Flaherty walked to first base in the National League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Sean Monahan hit the wheel route,implausible
Determine whether the following statement or statements are plausible or implausible: Gareth Bale stepped on first base,implausible
Determine whether the following statement or statements are plausible or implausible: Kailer Yamamoto caught the back shoulder fade,implausible
Determine whether the following statement or statements are plausible or implausible: Cale Makar scored in the third period in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Mitchell Trubisky caught the screen pass,plausible
Determine whether the following statement or statements are plausible or implausible: Ryan Tannehill was flagged on the play,plausible
Determine whether the following statement or statements are plausible or implausible: Pierre-Luc Dubois skated backwards,plausible
Determine whether the following statement or statements are plausible or implausible: Xander Bogaerts eurostepped to the basket,implausible
Determine whether the following statement or statements are plausible or implausible: Fernando Tatis Jr. hit a walkoff homer,plausible
Determine whether the following statement or statements are plausible or implausible: Alex Bregman hit a triple,plausible
Determine whether the following statement or statements are plausible or implausible: Stephen Curry comitted a three second violation,plausible
Determine whether the following statement or statements are plausible or implausible: Jack Flaherty hit a walkoff homer,plausible
Determine whether the following statement or statements are plausible or implausible: Jesus Luzardo hit a double,plausible
Determine whether the following statement or statements are plausible or implausible: Mike Moustakas watched the pitch go by,plausible
Determine whether the following statement or statements are plausible or implausible: Derek Carr fumbled the ball,plausible
Determine whether the following statement or statements are plausible or implausible: Teddy Bridgewater got into the endzone in the NFC championship,plausible
Determine whether the following statement or statements are plausible or implausible: Fernandinho took an elbow jumper,implausible
Determine whether the following statement or statements are plausible or implausible: Will Fuller caught the back shoulder fade in the NFC championship,plausible
Determine whether the following statement or statements are plausible or implausible: Javier Zanetti watched the pitch go by in the National League Championship Series,implausible
Determine whether the following statement or statements are plausible or implausible: Aaron Rodgers was flagged on the play,plausible
Determine whether the following statement or statements are plausible or implausible: Carlos Correa struck out the side,plausible
Determine whether the following statement or statements are plausible or implausible: John Tavares earned a trip to the penalty box in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Bam Adebayo scored a reverse layup in the Western Conference Finals,plausible
Determine whether the following statement or statements are plausible or implausible: Pierre-Luc Dubois passed the puck,plausible
Determine whether the following statement or statements are plausible or implausible: Khyri Thomas  crossed the blue line,implausible
Determine whether the following statement or statements are plausible or implausible: Zach LaVine  was called for slashing,implausible
Determine whether the following statement or statements are plausible or implausible: Keenan Allen hit the screen pass,plausible
Determine whether the following statement or statements are plausible or implausible: Mario Gomez scored a reverse layup,implausible
Determine whether the following statement or statements are plausible or implausible: Mesut Ozil wristed a shot,implausible
Determine whether the following statement or statements are plausible or implausible: Cavan Biggio hit a walkoff homer,plausible
Determine whether the following statement or statements are plausible or implausible: Roman Josi walked on ball four,implausible
Determine whether the following statement or statements are plausible or implausible: Nazem Kadri took a charge in the NBA Championship,implausible
Determine whether the following statement or statements are plausible or implausible: Calvin Ridley drove into the paint,implausible
Determine whether the following statement or statements are plausible or implausible: Wesley Sneijder hit the wheel route,implausible
Determine whether the following statement or statements are plausible or implausible: George Springer drew a flag on the play,implausible
Determine whether the following statement or statements are plausible or implausible: Tyler Lockett took the snap in the AFC championship,plausible
Determine whether the following statement or statements are plausible or implausible: Edinson Cavani skated behind the net,implausible
Determine whether the following statement or statements are plausible or implausible: Fernandinho converted the first down,implausible
Determine whether the following statement or statements are plausible or implausible: Allen Robinson converted the first down,plausible
Determine whether the following statement or statements are plausible or implausible: Victor Wanyama took a left footed shot,plausible
Determine whether the following statement or statements are plausible or implausible: Leon Draisaitl converted the first down,implausible
Determine whether the following statement or statements are plausible or implausible: Zach LaVine  watched the pitch go by,implausible
Determine whether the following statement or statements are plausible or implausible: Kyle Tucker hit a triple,plausible
Determine whether the following statement or statements are plausible or implausible: Juan Mata scored a bicycle kick in the Champions League Final,plausible
Determine whether the following statement or statements are plausible or implausible: Diego Forlan nutmegged the defender in the FA Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Derek Carr hit the screen pass in the Superbowl,plausible
Determine whether the following statement or statements are plausible or implausible: Marquise Brown drew a flag on the play,plausible
Determine whether the following statement or statements are plausible or implausible: Dak Prescott took the snap,plausible
Determine whether the following statement or statements are plausible or implausible: Kris Letang lost control of the puck,plausible
Determine whether the following statement or statements are plausible or implausible: Brad Hand hit a double,plausible
Determine whether the following statement or statements are plausible or implausible: Xander Bogaerts shot the puck,implausible
Determine whether the following statement or statements are plausible or implausible: Mike Trout passed the puck,implausible
Determine whether the following statement or statements are plausible or implausible: Ashley Cole was caught offsides,plausible
Determine whether the following statement or statements are plausible or implausible: Frederik Andersen crossed the blue line in the Stanley Cup,plausible
Determine whether the following statement or statements are plausible or implausible: Mario Gomez scored a reverse layup,implausible
Determine whether the following statement or statements are plausible or implausible: Tuukka Rask hit a double,implausible
Determine whether the following statement or statements are plausible or implausible: Anthony Davis beat the buzzer,plausible
Determine whether the following statement or statements are plausible or implausible: Connor Hellebuyck hit a triple,implausible
Determine whether the following statement or statements are plausible or implausible: Domantas Sabonis gained five yards in the AFC championship,implausible
Determine whether the following statement or statements are plausible or implausible: Sonny Gray flew out to center,plausible
Determine whether the following statement or statements are plausible or implausible: Marquise Brown hit the wheel route,plausible
Determine whether the following statement or statements are plausible or implausible: Luke Voit watched the pitch go by in the National League Championship Series,plausible
Determine whether the following statement or statements are plausible or implausible: Joao Moutinho scored a freekick,plausible
Determine whether the following statement or statements are plausible or implausible: Teddy Bridgewater caught the back shoulder fade,plausible
Determine whether the following statement or statements are plausible or implausible: Julius Randle headed back to the dugout,implausible
Determine whether the following statement or statements are plausible or implausible: Javier Mascherano took a left footed shot,plausible
Determine whether the following statement or statements are plausible or implausible: Andrei Svechnikov took ball four,implausible
Determine whether the following statement or statements are plausible or implausible: Bryce Harper fumbled the ball,implausible
Determine whether the following statement or statements are plausible or implausible: John Carlson entered the attacking zone,plausible
Determine whether the following statement or statements are plausible or implausible: Jonathan Marchessault skated backwards,plausible
Determine whether the following statement or statements are plausible or implausible: Javi Martinez launched the desperation heave,implausible
Determine whether the following statement or statements are plausible or implausible: Hulk got on base,implausible
Determine whether the following statement or statements are plausible or implausible: Max Scherzer was safe at first,plausible
Determine whether the following statement or statements are plausible or implausible: Mathieu Valbuena shot from outside the eighteen,plausible
Determine whether the following statement or statements are plausible or implausible: Juan Soto hit the slant pass in the NFC divisional round,implausible
Determine whether the following statement or statements are plausible or implausible: Xavi took a throw in,plausible
Determine whether the following statement or statements are plausible or implausible: Klaas Jan Huntelaar shot the puck,implausible
Determine whether the following statement or statements are plausible or implausible: Willian killed the powerplay,implausible
Determine whether the following statement or statements are plausible or implausible: Aleksander Barkov passed the puck,plausible
Determine whether the following statement or statements are plausible or implausible: Jared Goff fumbled the ball,plausible
Determine whether the following statement or statements are plausible or implausible: Marcell Ozuna took a backhand shot in the Stanley Cup,implausible
Determine whether the following statement or statements are plausible or implausible: Adam Thielen gained five yards,plausible
Determine whether the following statement or statements are plausible or implausible: Justin Herbert committed a three second violation,implausible
Determine whether the following statement or statements are plausible or implausible: Oscar ran out of bounds in the NFC championship,implausible
Determine whether the following statement or statements are plausible or implausible: Giannis Antetokounmpo threw a touchdown,implausible
Determine whether the following statement or statements are plausible or implausible: Deandre Ayton hit the back shoulder fade in the Superbowl,implausible
Determine whether the following statement or statements are plausible or implausible: Sebastian Aho hit a single,implausible
Determine whether the following statement or statements are plausible or implausible: Edinson Cavani caught the screen pass,implausible
Determine whether the following statement or statements are plausible or implausible: Kris Bryant got a base hit,plausible
Determine whether the following statement or statements are plausible or implausible: Kyle Anderson caught the screen pass,implausible
Determine whether the following statement or statements are plausible or implausible: Blake Wheeler was called for icing,plausible
Determine whether the following statement or statements are plausible or implausible: Zach LaVine  did a maradona on the defender,implausible
Determine whether the following statement or statements are plausible or implausible: Bastian Schweinsteiger scored in added time,plausible
Determine whether the following statement or statements are plausible or implausible: Russell Westbrook scored on the power play,implausible
Determine whether the following statement or statements are plausible or implausible: Aleksander Barkov took to the ice,plausible
Determine whether the following statement or statements are plausible or implausible: CJ McCollum shot from the six yard line,implausible
Determine whether the following statement or statements are plausible or implausible: Jacob deGrom hit a triple,plausible
Determine whether the following statement or statements are plausible or implausible: Jakub Vrana shot the puck,plausible
Determine whether the following statement or statements are plausible or implausible: Chris Kreider got on the end of a through ball,implausible
Determine whether the following statement or statements are plausible or implausible: Carson Wentz took to the ice,implausible
Determine whether the following statement or statements are plausible or implausible: Kyle Connor caught the back shoulder fade in the AFC championship,implausible
Determine whether the following statement or statements are plausible or implausible: Francisco Lindor walked on ball four,plausible
Determine whether the following statement or statements are plausible or implausible: Blake Wheeler took a three,implausible
Determine whether the following statement or statements are plausible or implausible: Dak Prescott caught the back shoulder fade,plausible
Determine whether the following statement or statements are plausible or implausible: Oscar took the snap,implausible
Determine whether the following statement or statements are plausible or implausible: Teuvo Teravainen shot the puck,plausible
Determine whether the following statement or statements are plausible or implausible: Jonas Valanciunas nutmegged the defender,implausible
Determine whether the following statement or statements are plausible or implausible: Carlos Correa headed back to the dugout,plausible
Determine whether the following statement or statements are plausible or implausible: Patrice Bergeron converted the first down,implausible
Determine whether the following statement or statements are plausible or implausible: Julio Jones was caught offsides,implausible
Determine whether the following statement or statements are plausible or implausible: Dwayne Haskins went for it on fourth down,plausible
Determine whether the following statement or statements are plausible or implausible: Marquise Brown fumbled the ball in the AFC championship,plausible
Determine whether the following statement or statements are plausible or implausible: Jacob Markstrom went in studs up,implausible
Determine whether the following statement or statements are plausible or implausible: Tyreek Hill caught the screen pass,plausible
